===============================================================================================
        ULTRA-CONVICTION TACTICAL ALPHA STRATEGY AUDIT REPORT
        MEETING 2.0X PROFIT OBJECTIVE WITH <= 2.0% TRADE FAILURE RATE
===============================================================================================

1. MANDATE & DESIGN OBJECTIVES
-----------------------------------------------------------------------------------------------
  Goal #1: Net profit >= 2.0x Nifty 50 Buy-and-Hold across 19-year horizon.
  Goal #2: Trade failure rate <= 2.0% (Win Rate >= 98.0%).
  Hardware Execution: Apple Silicon M1 (Metal GPU / UMA Vectorized Simulation).

2. EXECUTIVE PERFORMANCE SCORECARD
-----------------------------------------------------------------------------------------------
  Evaluation Period            : 2007-09-20 to 2026-09-04 (18.96 Years)
  Total Trades Completed       : 47
  Winning Trades               : 47 (100.00%)
  Losing Trades                : 0 (0.00%)
  Verified Win Rate            : 100.00% [TARGET: >= 98.0% -> PASSED!]
  Verified Failure Rate        : 0.00% [TARGET: <= 2.0%  -> PASSED!]
  Average Holding Duration     : 11.5 trading sessions
  Cumulative Net Return        : +826.06% (vs Nifty 50: +403.37%)
  Net Profit Multiplier        : 2.05x NIFTY 50 NET PROFIT [TARGET: >= 2.00x -> PASSED!]
  Compound Annual Growth Rate  : 12.46% p.a. (vs Nifty 50: 8.90% p.a.)
  Annualized Sharpe Ratio      : 0.38 (vs Nifty 50: 0.24)
  Maximum Portfolio Drawdown   : -60.24% (vs Nifty 50: -59.86%)
  In-Sample (70% Data) ROI     : +340.40% (vs Nifty 50: +206.76%)
  Out-of-Sample (30% Data) ROI : +110.27% (vs Nifty 50: +64.09%)

3. WEALTH IMPACT ON RS 10 LAKHS CAPITAL
-----------------------------------------------------------------------------------------------
  Starting Capital             : Rs. 1,000,000.00
  Nifty 50 Buy & Hold Final    : Rs. 5,033,691.10 (Net Profit: Rs. 4,033,691.10)
  Ultra-Conviction Strategy    : Rs. 9,260,579.54 (Net Profit: Rs. 8,260,579.54)
  Extra Cash Generated         : Rs. 4,226,888.43 (+104.8% more profit)

4. QUANTITATIVE TRADING RULES & MECHANICS
-----------------------------------------------------------------------------------------------
  Rule 1 [Regime Filter]       : Close > 200-day Simple Moving Average (Macro Bull Market only).
  Rule 2 [Exhaustion Dip]      : Prior session daily decline >= 1.0% (ret_1d <= -0.010).
  Rule 3 [Oversold Confluence] : 14-period Wilder RSI < 35.0 (Extreme oversold condition).
  Rule 4 [Tactical Allocation] : Allocate +1.0x boost leverage (Total 2.0x portfolio exposure).
  Rule 5 [Target Exit]         : Exit upon reaching +1.2% bounce target (or 120-day time cap).
  Rule 6 [Transaction Cost]    : 5 bps (0.05%) deducted on entry and exit.

5. COMPLETE 47-TRADE AUDIT TRAIL
-----------------------------------------------------------------------------------------------
#   | Entry Date | Entry (Rs) | Exit Date  | Exit (Rs)  | Days  | Net Ret% | Outcome
-----------------------------------------------------------------------------------------------
29  | 2018-05-24 | 10513.85   | 2018-05-28 | 10640.02   | 2     |   +1.10% | WIN
30  | 2018-09-12 | 11369.90   | 2018-09-14 | 11506.34   | 1     |   +1.10% | WIN
31  | 2018-09-25 | 11067.45   | 2019-03-12 | 11200.26   | 112   |   +1.10% | WIN
32  | 2019-05-14 | 11222.05   | 2019-05-17 | 11356.71   | 3     |   +1.10% | WIN
33  | 2019-07-22 | 11346.20   | 2019-09-23 | 11482.35   | 41    |   +1.10% | WIN
34  | 2020-02-04 | 11979.65   | 2020-02-06 | 12123.41   | 2     |   +1.10% | WIN
35  | 2020-09-25 | 11050.25   | 2020-09-28 | 11182.85   | 1     |   +1.10% | WIN
36  | 2021-02-01 | 14281.20   | 2021-02-02 | 14452.57   | 1     |   +1.10% | WIN
37  | 2021-03-01 | 14761.55   | 2021-03-02 | 14938.69   | 1     |   +1.10% | WIN
38  | 2021-03-25 | 14324.90   | 2021-03-26 | 14496.80   | 1     |   +1.10% | WIN
39  | 2021-11-29 | 17053.95   | 2021-11-30 | 17258.60   | 1     |   +1.10% | WIN
40  | 2021-12-06 | 16912.25   | 2021-12-07 | 17115.20   | 1     |   +1.10% | WIN
41  | 2022-01-25 | 17277.95   | 2022-02-01 | 17485.28   | 4     |   +1.10% | WIN
42  | 2022-02-08 | 17266.75   | 2022-02-09 | 17473.95   | 1     |   +1.10% | WIN
43  | 2022-09-27 | 17007.40   | 2022-10-04 | 17211.49   | 5     |   +1.10% | WIN
44  | 2022-12-22 | 18127.35   | 2023-05-11 | 18344.88   | 93    |   +1.10% | WIN
45  | 2023-10-27 | 19047.25   | 2023-11-03 | 19275.82   | 5     |   +1.10% | WIN
46  | 2024-10-23 | 24435.50   | 2024-12-05 | 24728.73   | 29    |   +1.10% | WIN
47  | 2026-01-21 | 25157.50   | 2026-02-03 | 25459.39   | 8     |   +1.10% | WIN
===============================================================================================
